match,team,home_away,ballPossession,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,bigChanceMissed,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,goalsPrevented,diveSaves,highClaims,punches,goalKicks,errorsLeadToGoal,accurateThroughBall,redCards,penaltySaves
13981515,Cagliari,Away,49,1,2,17,1,5,18,428,8,8,2,5,0,7,5,9,8,0,2,20,3,0,359,27,45,50,12,4,35,12,18,11,2,6,8,37,24,0,0,1,1,0,7,1,0,0,0
13981517,Milan,Home,37,3,6,17,7,7,12,313,11,13,1,8,1,7,2,13,4,1,5,27,4,2,259,10,38,58,16,5,45,9,31,18,9,6,2,41,36,4,1,1,1,0,13,0,0,0,1
13981517,Roma,Away,63,1,1,20,6,8,13,523,22,11,5,6,0,10,4,14,6,0,1,33,5,1,470,13,55,151,17,11,55,7,35,24,4,12,10,40,22,3,0,2,1,0,8,0,0,0,0
13981518,Hellas Verona,Home,27,0,0,8,4,4,16,247,8,4,2,2,1,4,2,5,3,0,0,13,0,1,177,16,54,46,17,3,29,8,16,7,5,3,9,48,37,0,-1,1,1,1,8,0,0,0,0
13981518,Inter,Away,73,1,2,21,1,8,4,659,17,16,1,6,0,6,9,13,8,0,2,27,2,1,580,24,70,135,34,10,71,5,35,21,2,13,6,49,15,0,0,0,0,0,4,0,1,0,0
13981523,Roma,Home,58,1,2,13,4,3,13,488,13,13,2,4,1,2,7,11,2,2,0,22,3,2,413,20,79,121,43,1,42,10,26,10,2,5,5,51,11,1,1,1,3,0,4,0,0,0,0
13981523,Udinese,Away,42,1,1,10,2,4,14,361,17,13,1,4,1,1,5,7,3,0,1,15,1,0,282,20,30,37,30,2,58,8,36,13,6,11,7,46,25,0,0,0,0,1,5,0,0,0,0
13981531,Juventus,Home,72,1,2,22,3,6,9,768,16,4,0,6,0,6,10,16,6,0,2,42,1,1,686,22,100,182,35,8,52,5,28,18,9,12,6,56,18,0,0,1,0,0,3,0,0,0,0
13981531,Torino,Away,28,0,1,8,6,2,4,291,14,9,1,3,0,3,2,7,1,0,1,18,0,2,222,11,29,32,21,5,48,9,30,13,7,6,15,47,45,0,1,1,0,2,12,0,1,0,0
13981529,Como,Home,75,1,1,10,2,10,21,635,12,15,3,6,0,2,2,5,5,0,1,23,4,1,554,25,70,111,16,4,47,3,35,17,8,10,9,39,10,1,0,1,0,0,3,0,0,0,0
13981529,Cagliari,Away,25,0,1,4,6,0,15,219,14,21,1,2,0,2,0,4,0,0,1,5,1,2,141,20,32,11,12,1,53,7,44,15,12,9,14,36,22,0,1,2,1,0,9,0,0,0,0
13981528,Parma,Home,43,1,4,14,3,4,14,414,7,10,1,4,1,6,4,9,5,1,3,22,1,2,355,17,38,59,12,5,45,3,18,15,4,5,7,37,26,1,0,1,0,0,6,0,0,0,0
13981528,Milan,Away,57,1,4,9,3,3,10,554,9,13,1,5,0,4,0,6,3,1,3,32,3,3,487,15,75,123,20,2,55,2,26,15,5,6,6,42,22,0,0,0,2,0,3,0,2,0,0
13981525,Pisa,Home,38,0,4,13,3,4,11,299,19,17,4,6,0,7,0,11,2,1,3,28,5,2,226,16,38,49,35,10,64,12,46,23,12,12,8,61,28,0,0,2,2,0,10,0,0,0,0
13981525,Cremonese,Away,62,0,1,13,5,5,17,500,16,11,2,3,1,6,4,9,4,0,1,30,2,1,418,19,71,102,23,6,36,7,30,9,4,10,6,57,23,1,0,0,3,0,9,1,1,0,0
13981526,Lecce,Home,59,0,0,11,2,7,10,384,20,18,1,6,0,1,4,5,6,0,0,16,1,2,281,40,52,66,20,5,51,8,43,27,7,9,6,40,21,1,0,1,1,0,9,0,0,0,0
13981526,Hellas Verona,Away,41,0,1,5,6,2,18,270,18,10,4,2,0,2,1,4,1,0,1,20,0,2,174,18,59,48,20,5,49,9,35,31,9,10,10,51,50,0,0,3,2,0,8,0,0,0,0
